Date,Time,Match,Stars,Odds,HTHG,HTAG,FTHG,FTAG
13/02/2021,14:00,Pordenone - Cittadella,,3.03,0,1,0,1
13/02/2021,16:00,Spal - Empoli,,3.24,0,1,1,1
13/02/2021,18:30,Eibar - Valladolid,,3.51,1,1,1,1
13/02/2021,21:00,Atletico F.C. - Leones,,2.8,0,2,2,3
13/02/2021,23:30,Dep. Cali - Aguilas,,3.4,0,0,1,0
14/02/2021,12:00,Lealtad - Gijon B,,2.63,0,0,1,0
14/02/2021,14:00,Getafe - Real Sociedad,,3.35,0,1,0,1
14/02/2021,16:00,Salamanca - Pontevedra,,2.84,1,1,1,3
14/02/2021,19:00,Compostela - Ferrol,,2.88,0,1,1,1
14/02/2021,21:00,Llaneros - Real San Andres,,3.15,0,0,0,0
15/02/2021,18:45,Sochaux - Valenciennes,,3.17,1,0,2,0
15/02/2021,21:00,Cosenza - Reggina,,2.96,1,2,2,2
15/02/2021,23:15,Boston River - Montevideo City,,3.29,0,0,0,3
16/02/2021,16:00,Sertanense - Oliveira Hospital,,2.49,1,0,1,1
16/02/2021,18:30,H. Akko - MS Kafr Qasim,,2.75,0,0,0,0
16/02/2021,20:00,Walsall - Cheltenham,,3.43,1,2,1,2
17/02/2021,00:00,Patriotas - Petrolera,,3.12,1,1,3,1
17/02/2021,12:30,Olbia - Piacenza,,2.92,1,0,2,3
17/02/2021,15:00,Turris - Palermo,,3.05,1,1,1,2
17/02/2021,17:00,Recreativo Huelva - Cadiz CF B,,2.91,0,1,2,3
17/02/2021,20:00,Millwall - Birmingham,,2.94,1,0,2,0
17/02/2021,22:00,Aguilas - Envigado,,3.19,1,0,1,1
18/02/2021,09:30,Aizawl - Mohammedan,,2.93,1,0,3,0
18/02/2021,15:00,"Chennaiyin - North East Utd 
",,3.15,1,2,3,3
18/02/2021,21:00,Progreso - Nacional,,3.61,0,1,0,1
19/02/2021,14:30,Biskra - USM Alger,,3.1,0,0,1,0
19/02/2021,18:00,Sporting Club Lyon - Orleans,,2.92,0,2,1,3
19/02/2021,21:00,Frosinone - Pescara,,3.29,0,0,0,0
20/02/2021,00:00,Cartagena - Quindio,,2.93,1,1,2,3
20/02/2021,14:00,L.R. Vicenza - Spal,,2.99,0,2,2,2
20/02/2021,16:30,Atzeneta - Levante B,,2.73,2,0,3,0
20/02/2021,18:00,Pisa - Empoli,,3.36,1,0,1,1
20/02/2021,19:30,Mouloudia Oujda - FAR Rabat,,2.72,1,1,1,2
20/02/2021,21:15,Envigado - Bucaramanga,,2.89,1,0,1,0
21/02/2021,12:00,Valencia B - Villarreal B,,2.89,1,0,1,1
21/02/2021,15:00,"Reggina - Pordenone 
",,2.95,0,0,1,0
21/02/2021,17:00,Pontevedra - Compostela,,3.02,0,1,0,1
21/02/2021,18:30,Huesca - Granada CF,,3.21,3,1,3,2
21/02/2021,21:00,Lecce - Cosenza,,3.55,1,1,3,1
22/02/2021,17:00,Benfica B - Mafra,,3.22,1,0,2,0
22/02/2021,19:00,Fuenlabrada - R. Oviedo,,2.81,0,1,2,2
22/02/2021,20:45,Guingamp - Caen,,3.08,0,1,2,2
22/02/2021,23:15,Maldonado - Plaza Colonia,,2.96,0,0,1,1
23/02/2021,14:30,Mohammedan - Chennai City,,3.47,0,1,2,1
23/02/2021,18:00,Le Mans - Boulogne,,2.86,1,0,3,0
23/02/2021,20:00,Creteil - Sporting Club Lyon,,2.82,0,0,0,2
24/02/2021,02:00,Junior - Millonarios,,3.24,1,0,2,0
24/02/2021,12:30,Olbia - Pro Sesto,,3.28,3,0,5,0
24/02/2021,16:15,AEL Larissa - Lamia,,2.7,0,1,0,1
24/02/2021,18:30,Walsall - Newport,,3.12,0,0,0,1
24/02/2021,22:00,Aguilas - La Equidad,,2.71,1,2,1,2
25/02/2021,14:00,Stade Tunisien - Monastir,,2.81,0,0,0,0
25/02/2021,16:00,Al Ittihad - Wadi Degla,,2.89,0,1,2,1
25/02/2021,20:00,Once Caldas - Dep. Pasto,,2.77,0,1,0,1
26/02/2021,00:05,Petrolera - Deportes Tolima,,3.49,0,3,0,5
26/02/2021,14:00,H. Ironi Rishon - H. Akko,,2.55,3,1,4,1
26/02/2021,16:00,El Masry - Ceramica Cleopatra,,2.85,2,2,2,2
26/02/2021,19:00,Sabadell - Albacete,,3.12,0,0,0,0
26/02/2021,21:00,Levante - Ath Bilbao,,3.47,1,0,1,1
27/02/2021,11:45,Tirsense - Vitoria Guimaraes B,,3.3,0,1,0,2
27/02/2021,14:00,Eibar - Huesca,,3.17,0,0,1,1
27/02/2021,16:00,Lealtad - Numancia,,2.83,1,0,1,1
27/02/2021,17:30,Llagostera - Cornella,,3,0,1,2,1
27/02/2021,19:00,Caen - Paris FC,,3.33,0,1,0,2
27/02/2021,21:15,Atletico F.C. - Cortulua,,2.8,0,0,1,0
28/02/2021,12:00,Las Palmas B - Cadiz CF B,,2.8,0,0,0,0
28/02/2021,14:00,Fuenlabrada - Girona,,2.87,0,1,1,1
28/02/2021,16:00,Alcains - Sertanense,,3.06,0,1,0,2
28/02/2021,17:30,Grosseto - Pontedera,,2.85,1,0,3,1
28/02/2021,21:00,Villarreal - Atl. Madrid,,3.02,0,1,0,2
01/03/2021,00:05,Dep. Pasto - America De Cali,,2.94,1,0,1,1
01/03/2021,16:30,Poli Iasi - FC Voluntari,1,3.13,0,1,0,2
01/03/2021,19:00,Mirandes - Malaga,2,2.93,0,0,1,0
01/03/2021,21:15,Moreirense - Belenenses,1,3.04,2,1,2,2
02/03/2021,14:00,El Gouna - Smouha,2,2.8,1,1,2,2
02/03/2021,17:00,Viktoria Koln - Magdeburg,1,3.48,1,2,2,4
02/03/2021,19:00,Brescia - Cosenza,3,3.28,0,0,2,0
02/03/2021,21:00,L.R. Vicenza - Cremonese,3,3.17,2,0,3,1
03/03/2021,13:00,Las Palmas B - Recreativo Huelva,2,2.87,2,0,3,3
03/03/2021,18:30,Leioa - Arenas Club,2,2.8,1,1,1,1
03/03/2021,20:00,Yeclano - Lorca Deportiva,1,3.12,1,1,1,2
04/03/2021,02:05,Patriotas - America De Cali,3,2.95,0,0,0,1
04/03/2021,14:00,Bizertin - Stade Tunisien,3,2.37,1,0,1,0
04/03/2021,18:15,Sion - Lugano,2,3.11,0,3,0,3
04/03/2021,21:00,Levante - Ath Bilbao,1,3.5,0,0,1,1
05/03/2021,00:00,Chico - Millonarios,2,3.42,0,0,0,1
05/03/2021,13:00,Wadi Degla - El Ismaily,3,2.85,0,0,0,0
05/03/2021,17:00,Sporting Club Lyon - Stade Briochin,2,2.8,1,1,1,1
05/03/2021,20:00,Valencia - Villarreal,1,3.7,0,1,2,1
05/03/2021,23:00,Ind. Medellin - La Equidad,2,2.8,1,1,1,1
06/03/2021,11:00,Ebro - Tarazona,1,2.97,0,1,0,1
06/03/2021,13:00,"Valladolid - Getafe 

",3,2.87,2,1,2,1
06/03/2021,15:00,"Chippa Utd. - Orlando Pirates 
",2,2.9,0,2,0,3
06/03/2021,16:30,Leonesa - Langreo,1,3.35,1,1,3,1
06/03/2021,19:30,Albacete - Logrones,3,2.86,0,0,1,1
06/03/2021,22:30,Once Caldas - Dep. Cali,2,3.47,0,0,0,0
07/03/2021,11:00,"Poblense - Navalcarnero 
",3,2.8,0,1,1,1
07/03/2021,13:00,Huesca - Celta Vigo,3,3.22,2,2,3,4
07/03/2021,15:15,Club Africain - Sfaxien,2,2.83,0,0,0,0
07/03/2021,17:00,Cornella - Espanyol B,1,2.82,1,3,4,3
07/03/2021,18:30,Quindio - Fortaleza,2,3.16,0,0,2,1
07/03/2021,20:15,Real San Andres - Boca Juniors,3,2.86,0,1,0,1
08/03/2021,17:00,Ramat Hasharon - H. Akko,2,2.91,1,0,2,0
08/03/2021,20:00,Lugo - Fuenlabrada,3,2.88,0,0,0,0
08/03/2021,21:45,Maldonado - Fenix,2,2.79,0,0,0,2
09/03/2021,14:00,ATK Mohun Bagan - North East Utd,1,2.78,1,0,2,1
09/03/2021,17:00,Avranches - Orleans,2,3.1,1,2,1,2
09/03/2021,19:00,Stade Briochin - Creteil,3,2.75,1,0,2,1
10/03/2021,14:00,Pro Sesto - Pergolettese,3,2.75,0,0,0,2
10/03/2021,16:00,Maritzburg Utd - Kaizer Chiefs,1,2.81,1,0,1,1
10/03/2021,17:30,Leioa - Portugalete,2,2.77,0,0,1,2
10/03/2021,21:00,Orsomarso - Valledupar,1,3.19,0,0,0,0
11/03/2021,11:45,Nassaji Mazandaran - Saipa,3,2.8,0,0,0,0
11/03/2021,15:00,Covilha - Penafiel,1,2.75,0,1,0,2
11/03/2021,17:55,Dyn. Kyiv - Villarreal,1,3.16,0,1,0,2
11/03/2021,20:15,Real San Andres - Cortulua,2,2.88,0,1,1,1
12/03/2021,01:00,Dep. Cali - America De Cali,3,2.85,0,1,0,2
12/03/2021,13:00,Smouha - Aswan SC,1,3.16,2,0,5,0
12/03/2021,16:00,Khimki - FK Rostov,1,2.99,0,0,1,0
12/03/2021,18:00,Cittadella - Pisa,2,3.45,2,0,2,0
12/03/2021,20:00,Levante - Valencia,3,3.4,1,0,1,0
13/03/2021,11:00,Ejea - Tarazona,3,2.94,0,0,2,0
13/03/2021,13:00,"Alaves - Cadiz CF 
",2,3,1,0,1,1
13/03/2021,15:00,Fuenlabrada - Las Palmas,1,3.07,1,1,1,2
13/03/2021,17:00,Enppi - El Masry,3,2.8,0,0,1,1
13/03/2021,19:00,Dunkerque - Niort,2,3.08,0,0,2,0
13/03/2021,21:45,CA Cerro - Maldonado,1,2.88,0,2,2,3
14/03/2021,10:30,Getafe B - Las Rozas,2,2.8,0,1,1,1
14/03/2021,12:00,Sporting Ideal - Montijo,2,3.17,1,0,4,0
14/03/2021,14:00,Legnago Salus - Fano,3,2.59,3,0,3,0
14/03/2021,15:30,Navalcarnero - Internacional de Madrid,3,2.64,0,1,0,2
14/03/2021,17:30,L Hospitalet - Prat,1,2.88,0,0,1,2
14/03/2021,20:00,Sevilla - Betis,1,3.54,1,0,1,0
15/03/2021,15:00,National Bank Egypt - Al Ittihad,3,2.83,0,0,0,1
15/03/2021,17:00,MS Kafr Qasim - H. Raanana,3,2.81,1,1,2,2
15/03/2021,20:00,Pisa - Spal,2,3.04,1,0,3,0
16/03/2021,01:00,Bucaramanga - Once Caldas,2,2.8,1,1,1,1
16/03/2021,13:00,MS Ironi Kuseife - Maccabi Shaarayim FC,3,2.78,0,0,0,1
16/03/2021,16:00,Cosenza - L.R. Vicenza,2,2.96,1,0,1,1
16/03/2021,18:00,Brescia - Reggina,1,3.07,0,0,1,0
16/03/2021,20:10,Deportivo Espanol - Sportivo Italiano,1,2.83,0,0,2,1
17/03/2021,12:30,Nassaji Mazandaran - Saipa,3,2.59,0,0,1,0
17/03/2021,14:00,Fano - Arezzo,2,2.83,0,1,0,1
17/03/2021,16:30,Gubbio - Perugia,1,2.98,0,1,3,2
17/03/2021,20:00,Leones - Fortaleza,3,2.87,2,1,2,1
18/03/2021,11:30,Mes Rafsanjan - Aluminium Arak,3,2.29,0,1,0,1
18/03/2021,15:00,Vilafranquense - Penafiel,2,2.88,0,0,0,0
18/03/2021,16:30,Novara - Piacenza,1,2.95,1,0,2,0
18/03/2021,00:30,La Equidad (Col) - Dep. Pasto (Col),1,2.85,1,1,1,2
19/03/2021,12:00,Ashkelon - H. Bikat Hayarden,2,2.64,0,1,0,3
19/03/2021,14:00,Hapoel Umm al-Fahm - MS Kafr Qasim,3,2.71,0,1,0,1
19/03/2021,18:00,Villefranche - Bastia-Borgo,1,3.12,1,0,1,0
19/03/2021,20:00,Le Mans - Concarneau,3,2.58,0,0,0,2
20/03/2021,14:00,Reggiana - Cosenza,3,3,0,1,1,1
20/03/2021,16:00,Sabadell - Gijon,2,3.08,1,0,1,1
20/03/2021,18:15,FC Arges - Academica Clinceni,1,3.04,0,0,1,1
20/03/2021,20:00,Guingamp - Rodez,2,2.87,0,0,1,1
20/03/2021,22:15,Santa Cruz - CSA,2,2.91,0,1,1,2
21/03/2021,12:00,Cordoba - Betis B,2,3.02,1,0,1,2
21/03/2021,14:00,Ponferradina - Almeria,2,3.08,0,1,2,1
21/03/2021,17:00,Olot - Llagostera,1,3.17,1,0,1,0
21/03/2021,19:30,Ituzaingo - Real Pilar,3,2.73,0,0,2,1
21/03/2021,21:30,Ind. Medellin - Dep. Pasto,2,2.94,0,0,2,2
22/03/2021,18:45,H. Ironi Rishon - Hap. Ramat Gan,3,2.88,0,0,1,1
22/03/2021,21:00,Orsomarso - Leones,2,3.27,0,1,1,1
22/03/2021,00:05,Patriotas - La Equidad,2,2.99,0,0,1,2
23/03/2021,18:00,Boulogne - Bourg en Bresse,3,2.9,0,0,0,0
23/03/2021,20:30,Vilafranquense - Chaves,2,3.02,0,0,0,1
23/03/2021,23:00,Sport Recife - Confianca,1,3.36,0,1,0,1
24/03/2021,13:00,Daburiya Osama - Hapoel Bnei Ar'ara 'Ara,2,3.01,0,0,1,1
24/03/2021,15:00,"ASO Chlef - CR Belouizdad 
",3,2.89,0,2,1,3
24/03/2021,18:00,Turkey - Netherlands,1,3.9,2,0,4,2
25/03/2021,17:00,Botswana - Zimbabwe,1,2.6,0,1,0,1
26/03/2021,00:05,Bucaramanga - Dep. Cali,1,2.93,1,0,1,0
26/03/2021,20:00,Plaza Colonia - River Plate,2,3.22,1,0,1,0
26/03/2021,13:00,Nes Tziona - H. Ironi Rishon,3,2.82,1,1,1,1
26/03/2021,18:00,Sete - Villefranche,3,2.66,0,2,0,2
27/03/2021,01:15,Union de Santa Fe - Sarmiento Junin,1,3.7,0,0,0,0
27/03/2021,12:00,Arouca - Feirense,2,2.91,0,0,1,0
27/03/2021,16:00,R. Oviedo - Ponferradina,2,3.08,1,1,1,1
27/03/2021,18:00,Sporting Club Lyon - Annecy,3,3.02,0,2,0,3
27/03/2021,20:00,Confianca - Vitoria,2,2.8,0,0,0,0
27/03/2021,22:00,Once Caldas - Chico,2,3.06,2,2,4,2
28/03/2021,01:00,Rosario Central - Central Cordoba,1,3.3,1,0,2,2
28/03/2021,12:00,Llagostera - Prat,2,2.88,1,0,2,0
